cuisine,diet,name,cooking time,ingredients,allergens,recipe
Italian,Non-Vegetarian,Crispy Pork Skewers ,1 hr 9 min,"Pork, Olive oil, Herbs, Flour, Tomato",Gluten,"Step 1: Marinate the Pork with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Pork until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a skewers."
American,Non-Vegetarian,Spicy Beef Frittata ,1 hr 52 min,"Beef, Cheese, Yogurt, Tomato, Paprika, Olive oil",Milk,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a frittata."
Ethiopian,Vegetarian,Minty Tomato Kebab ,1 hr 34 min,"Tomato, Herbs, Soy sauce, Cheese, Paprika","Milk, Soy","Step 1: Chop the vegetables and prepare the Tomato. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Tomato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a kebab."
Japanese,Non-Vegetarian,Garlic Tuna Kebab ,11 min,"Tuna, Onion, Butter, Milk, Garlic, Herbs, Yogurt, Salt","Milk, Seafood","Step 1: Marinate the Tuna with salt, pepper, and spices. Step 2: Heat oil in a pan and boil the Tuna until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a kebab."
Japanese,Non-Vegetarian,Coconut Lamb Curry ,39 min,"Lamb, Garlic, Milk, Butter, Black pepper",Milk,"Step 1: Marinate the Lamb with salt, pepper, and spices. Step 2: Heat oil in a pan and stir-fry the Lamb until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a curry."
Indian,Non-Vegetarian,Smoky Shrimp Salad ,1 hr 40 min,"Shrimp, Paprika, Salt, Herbs, Tomato",Seafood,"Step 1: Marinate the Shrimp with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Shrimp until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a salad."
Chinese,Non-Vegetarian,Easy Fish Risotto ,1 hr 50 min,"Fish, Salt, Paprika, Onion, Black pepper, Herbs, Ginger, Flour","Gluten, Seafood","Step 1: Marinate the Fish with salt, pepper, and spices. Step 2: Heat oil in a pan and roast the Fish until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a risotto."
Thai,Vegan,Crispy Spinach Stew ,1 hr 42 min,"Spinach, Soy sauce, Sugar",Soy,"Step 1: Chop the vegetables and prepare the Spinach. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Spinach and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Chinese,Vegetarian,Savory Corn Risotto ,53 min,"Corn, Honey, Black pepper, Cumin",Honey,"Step 1: Chop the vegetables and prepare the Corn. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Corn and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Peruvian,Vegetarian,Zesty Mushroom Tacos ,1 hr 35 min,"Mushroom, Olive oil, Butter, Chili",Milk,"Step 1: Chop the vegetables and prepare the Mushroom. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Mushroom and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a tacos."
Korean,Vegetarian,Lemony Corn Burger ,13 min,"Corn, Onion, Soy sauce, Flour, Sugar, Vinegar","Soy, Gluten","Step 1: Chop the vegetables and prepare the Corn. Step 2: Heat oil in a pan and braise onion, garlic, and spices. Step 3: Add Corn and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a burger."
Greek,Vegetarian,Hearty Black beans Rice Bowl ,1 hr 39 min,"Black beans, Chili, Flour, Soy sauce, Garlic, Tomato, Butter","Milk, Soy, Gluten","Step 1: Chop the vegetables and prepare the Black beans. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Black beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a rice bowl."
Turkish,Non-Vegetarian,Crispy Tuna Casserole ,9 min,"Tuna, Chili, Flour, Garlic, Sugar, Tomato","Gluten, Seafood","Step 1: Marinate the Tuna with salt, pepper, and spices. Step 2: Heat oil in a pan and boil the Tuna until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a casserole."
Spanish,Vegan,Hearty Black beans Wrap ,1 hr 26 min,Black beans,,"Step 1: Chop the vegetables and prepare the Black beans. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Black beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Moroccan,Vegan,Easy Pumpkin Frittata ,1 hr 51 min,"Pumpkin, Nuts, Coriander, Black pepper, Olive oil",Nuts,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a frittata."
Ethiopian,Non-Vegetarian,Spicy Turkey Stew ,1 hr 30 min,"Turkey, Paprika, Soy sauce, Herbs, Olive oil, Lemon, Cumin",Soy,"Step 1: Marinate the Turkey with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Turkey until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a stew."
Chinese,Non-Vegetarian,Lemony Chicken Stew ,35 min,"Chicken, Black pepper, Flour, Herbs",Gluten,"Step 1: Marinate the Chicken with salt, pepper, and spices. Step 2: Heat oil in a pan and simmer the Chicken until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a stew."
Lebanese,Vegetarian,Lemony Sweet potato Burger ,14 min,"Sweet potato, Ginger, Yogurt, Tomato, Cumin",Milk,"Step 1: Chop the vegetables and prepare the Sweet potato. Step 2: Heat oil in a pan and braise onion, garlic, and spices. Step 3: Add Sweet potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a burger."
Indian,Vegan,Light Lentils Salad ,22 min,"Lentils, Coriander, Flour, Lemon, Salt, Ginger, Nuts","Nuts, Gluten","Step 1: Chop the vegetables and prepare the Lentils. Step 2: Heat oil in a pan and bake onion, garlic, and spices. Step 3: Add Lentils and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a salad."
Moroccan,Vegetarian,Minty Pumpkin Pizza ,41 min,"Pumpkin, Coriander, Tomato, Soy sauce, Herbs",Soy,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and bake onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pizza."
Caribbean,Vegan,Spicy Corn Risotto ,1 hr 15 min,"Corn, Flour, Soy sauce, Tomato, Onion","Soy, Gluten","Step 1: Chop the vegetables and prepare the Corn. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Corn and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Chinese,Non-Vegetarian,Peanut Beef Sandwich ,1 hr 44 min,"Beef, Olive oil, Cumin, Butter, Coriander, Ginger",Milk,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and steam the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a sandwich."
Lebanese,Non-Vegetarian,Light Lamb Frittata ,43 min,"Lamb, Onion, Milk, Lemon, Herbs, Sugar, Yogurt, Olive oil",Milk,"Step 1: Marinate the Lamb with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Lamb until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a frittata."
American,Non-Vegetarian,Simple Fish Risotto ,1 hr 46 min,"Fish, Paprika, Cheese, Chili","Milk, Seafood","Step 1: Marinate the Fish with salt, pepper, and spices. Step 2: Heat oil in a pan and roast the Fish until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a risotto."
Greek,Vegetarian,Easy Paneer Salad ,1 hr 47 min,"Paneer, Lemon, Olive oil, Herbs, Tomato, Coriander, Onion, Soy sauce","Milk, Soy","Step 1: Chop the vegetables and prepare the Paneer. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Paneer and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a salad."
Mexican,Vegan,Minty Mushroom Stew ,49 min,"Mushroom, Garlic, Soy sauce, Flour","Soy, Gluten","Step 1: Chop the vegetables and prepare the Mushroom. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Mushroom and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
American,Vegetarian,Quick Zucchini Pizza ,20 min,"Zucchini, Paprika, Ginger, Soy sauce, Milk","Milk, Soy","Step 1: Chop the vegetables and prepare the Zucchini. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Zucchini and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pizza."
Ethiopian,Vegetarian,Warm Rice Soup ,1 hr,"Rice, Olive oil, Herbs, Flour, Nuts","Nuts, Gluten","Step 1: Chop the vegetables and prepare the Rice. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Rice and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a soup."
Spanish,Non-Vegetarian,Easy Tuna Pasta ,1 hr 29 min,"Tuna, Black pepper, Soy sauce, Herbs, Tomato, Garlic, Chili","Soy, Seafood","Step 1: Marinate the Tuna with salt, pepper, and spices. Step 2: Heat oil in a pan and grill the Tuna until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a pasta."
Indian,Non-Vegetarian,Crispy Fish Fritters ,1 hr 31 min,"Fish, Honey, Soy sauce, Cumin, Butter, Paprika, Lemon, Garlic","Milk, Soy, Seafood, Honey","Step 1: Marinate the Fish with salt, pepper, and spices. Step 2: Heat oil in a pan and braise the Fish until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a fritters."
Japanese,Vegetarian,Peanut Black beans Stir-fry ,1 hr 15 min,"Black beans, Lemon, Paprika, Butter, Cheese",Milk,"Step 1: Chop the vegetables and prepare the Black beans. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Black beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stir-fry."
Peruvian,Non-Vegetarian,Zesty Pork Stir-fry ,1 hr 37 min,"Pork, Nuts, Lemon, Cheese","Milk, Nuts","Step 1: Marinate the Pork with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Pork until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a stir-fry."
Caribbean,Non-Vegetarian,Minty Beef Salad ,1 hr 25 min,"Beef, Paprika, Milk, Yogurt, Salt, Vinegar, Honey, Butter","Milk, Honey","Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and boil the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a salad."
Chinese,Non-Vegetarian,Warm Pork Tacos ,1 hr 24 min,"Pork, Nuts, Garlic, Honey","Nuts, Honey","Step 1: Marinate the Pork with salt, pepper, and spices. Step 2: Heat oil in a pan and pan-fry the Pork until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a tacos."
American,Non-Vegetarian,Warm Salmon Kebab ,29 min,"Salmon, Garlic, Honey, Coriander, Ginger, Herbs, Black pepper, Cheese","Milk, Seafood, Honey","Step 1: Marinate the Salmon with salt, pepper, and spices. Step 2: Heat oil in a pan and steam the Salmon until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a kebab."
Spanish,Vegetarian,Savory Spinach Wrap ,38 min,"Spinach, Butter, Onion, Garlic, Nuts, Sugar, Vinegar","Milk, Nuts","Step 1: Chop the vegetables and prepare the Spinach. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Spinach and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Moroccan,Non-Vegetarian,Lemony Tuna Pilaf ,1 hr 35 min,"Tuna, Milk, Olive oil, Cheese, Soy sauce, Sugar","Milk, Soy, Seafood","Step 1: Marinate the Tuna with salt, pepper, and spices. Step 2: Heat oil in a pan and braise the Tuna until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a pilaf."
Turkish,Vegan,Smoky Quinoa Pasta ,24 min,"Quinoa, Cumin, Garlic, Herbs, Soy sauce",Soy,"Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
Spanish,Vegan,Light Zucchini Risotto ,1 hr 18 min,"Zucchini, Lemon, Tomato, Herbs",,"Step 1: Chop the vegetables and prepare the Zucchini. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Zucchini and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Indian,Vegetarian,Lemony Potato Stew ,24 min,"Potato, Sugar, Olive oil, Chili, Yogurt, Garlic",Milk,"Step 1: Chop the vegetables and prepare the Potato. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Italian,Vegan,Hearty Pumpkin Soup ,1 hr 40 min,"Pumpkin, Onion, Sugar, Coriander",,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and roast onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a soup."
Lebanese,Vegan,Peanut Lentils Stew ,44 min,"Lentils, Garlic, Tomato, Nuts, Flour, Chili, Herbs, Salt","Nuts, Gluten","Step 1: Chop the vegetables and prepare the Lentils. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Lentils and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Thai,Non-Vegetarian,Creamy Chicken Risotto ,1 hr 13 min,"Chicken, Milk, Garlic, Herbs, Sugar, Butter, Lemon",Milk,"Step 1: Marinate the Chicken with salt, pepper, and spices. Step 2: Heat oil in a pan and braise the Chicken until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a risotto."
Thai,Non-Vegetarian,Garlic Beef Risotto ,37 min,"Beef, Herbs, Paprika, Sugar",,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a risotto."
Spanish,Vegetarian,Lemony Zucchini Rice Bowl ,32 min,"Zucchini, Garlic, Tomato, Flour",Gluten,"Step 1: Chop the vegetables and prepare the Zucchini. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Zucchini and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a rice bowl."
Brazilian,Vegan,Easy Bell pepper Stew ,1 hr 50 min,"Bell pepper, Paprika, Black pepper, Flour, Sugar",Gluten,"Step 1: Chop the vegetables and prepare the Bell pepper. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Bell pepper and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Spanish,Non-Vegetarian,Minty Tuna Rice Bowl ,1 hr 1 min,"Tuna, Onion, Soy sauce, Nuts, Flour, Cheese, Chili","Milk, Soy, Nuts, Gluten, Seafood","Step 1: Marinate the Tuna with salt, pepper, and spices. Step 2: Heat oil in a pan and braise the Tuna until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a rice bowl."
American,Non-Vegetarian,Garlic Fish Curry ,1 hr 16 min,"Fish, Butter, Salt, Black pepper, Chili, Sugar, Nuts","Milk, Nuts, Seafood","Step 1: Marinate the Fish with salt, pepper, and spices. Step 2: Heat oil in a pan and blanch the Fish until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a curry."
